course_name,course_type,course_credit_hours,course_days_of_the_week,course_start_time,course_end_time,course_instructor,course_location,course_max_enroll,course_enrolled,course_remained,course_department,course_start_date,course_end_date,semester,course_crn,course_level,course_section,short_name,full_name,description,raw_precoreqs,offer_frequency,prerequisites,corequisites
COMPUTER SCIENCE I,TES,4,R,6:00PM,7:50PM,Staff,,30,2,28,CSCI,2020-08-28,2020-12-21,FALL 2020,25565,1100,07,CSCI-1100,Computer Science I,"An introduction to computer programming algorithm design and analysis. Additional topics include basic computer organization; internal representation of scalar and array data; use of top-down design and subprograms to tackle complex problems; abstract data types. Enrichment material as time allows. Interdisciplinary case studies, numerical and nonnumerical applications. Students who have passed CSCI 1200 cannot register for this course.",,"Fall, spring, and summer terms annually.",[],[]
COMPUTER SCIENCE I,LEC,4,MR,2:00PM,3:20PM,Turner/Hulbert,,46,3,43,CSCI,2020-08-28,2020-12-21,FALL 2020,27439,1100,08,CSCI-1100,Computer Science I,"An introduction to computer programming algorithm design and analysis. Additional topics include basic computer organization; internal representation of scalar and array data; use of top-down design and subprograms to tackle complex problems; abstract data types. Enrichment material as time allows. Interdisciplinary case studies, numerical and nonnumerical applications. Students who have passed CSCI 1200 cannot register for this course.",,"Fall, spring, and summer terms annually.",[],[]
COMPUTER SCIENCE I,LAB,4,W,2:00PM,3:50PM,Staff,,46,3,43,CSCI,2020-08-28,2020-12-21,FALL 2020,27439,1100,08,CSCI-1100,Computer Science I,"An introduction to computer programming algorithm design and analysis. Additional topics include basic computer organization; internal representation of scalar and array data; use of top-down design and subprograms to tackle complex problems; abstract data types. Enrichment material as time allows. Interdisciplinary case studies, numerical and nonnumerical applications. Students who have passed CSCI 1200 cannot register for this course.",,"Fall, spring, and summer terms annually.",[],[]
COMPUTER SCIENCE I,TES,4,R,6:00PM,7:50PM,Staff,,46,3,43,CSCI,2020-08-28,2020-12-21,FALL 2020,27439,1100,08,CSCI-1100,Computer Science I,"An introduction to computer programming algorithm design and analysis. Additional topics include basic computer organization; internal representation of scalar and array data; use of top-down design and subprograms to tackle complex problems; abstract data types. Enrichment material as time allows. Interdisciplinary case studies, numerical and nonnumerical applications. Students who have passed CSCI 1200 cannot register for this course.",,"Fall, spring, and summer terms annually.",[],[]
COMPUTER SCIENCE I,LEC,4,MR,2:00PM,3:20PM,Turner/Hulbert,,46,1,45,CSCI,2020-08-28,2020-12-21,FALL 2020,26875,1100,09,CSCI-1100,Computer Science I,"An introduction to computer programming algorithm design and analysis. Additional topics include basic computer organization; internal representation of scalar and array data; use of top-down design and subprograms to tackle complex problems; abstract data types. Enrichment material as time allows. Interdisciplinary case studies, numerical and nonnumerical applications. Students who have passed CSCI 1200 cannot register for this course.",,"Fall, spring, and summer terms annually.",[],[]
COMPUTER SCIENCE I,LAB,4,W,2:00PM,3:50PM,Staff,,46,1,45,CSCI,2020-08-28,2020-12-21,FALL 2020,26875,1100,09,CSCI-1100,Computer Science I,"An introduction to computer programming algorithm design and analysis. Additional topics include basic computer organization; internal representation of scalar and array data; use of top-down design and subprograms to tackle complex problems; abstract data types. Enrichment material as time allows. Interdisciplinary case studies, numerical and nonnumerical applications. Students who have passed CSCI 1200 cannot register for this course.",,"Fall, spring, and summer terms annually.",[],[]
COMPUTER SCIENCE I,TES,4,R,6:00PM,7:50PM,Staff,,46,1,45,CSCI,2020-08-28,2020-12-21,FALL 2020,26875,1100,09,CSCI-1100,Computer Science I,"An introduction to computer programming algorithm design and analysis. Additional topics include basic computer organization; internal representation of scalar and array data; use of top-down design and subprograms to tackle complex problems; abstract data types. Enrichment material as time allows. Interdisciplinary case studies, numerical and nonnumerical applications. Students who have passed CSCI 1200 cannot register for this course.",,"Fall, spring, and summer terms annually.",[],[]
COMPUTER SCIENCE I,LEC,4,MR,2:00PM,3:20PM,Turner/Hulbert,,34,1,33,CSCI,2020-08-28,2020-12-21,FALL 2020,25566,1100,10,CSCI-1100,Computer Science I,"An introduction to computer programming algorithm design and analysis. Additional topics include basic computer organization; internal representation of scalar and array data; use of top-down design and subprograms to tackle complex problems; abstract data types. Enrichment material as time allows. Interdisciplinary case studies, numerical and nonnumerical applications. Students who have passed CSCI 1200 cannot register for this course.",,"Fall, spring, and summer terms annually.",[],[]
COMPUTER SCIENCE I,LAB,4,W,6:00PM,7:50PM,Staff,,34,1,33,CSCI,2020-08-28,2020-12-21,FALL 2020,25566,1100,10,CSCI-1100,Computer Science I,"An introduction to computer programming algorithm design and analysis. Additional topics include basic computer organization; internal representation of scalar and array data; use of top-down design and subprograms to tackle complex problems; abstract data types. Enrichment material as time allows. Interdisciplinary case studies, numerical and nonnumerical applications. Students who have passed CSCI 1200 cannot register for this course.",,"Fall, spring, and summer terms annually.",[],[]
COMPUTER SCIENCE I,TES,4,R,6:00PM,7:50PM,Staff,,34,1,33,CSCI,2020-08-28,2020-12-21,FALL 2020,25566,1100,10,CSCI-1100,Computer Science I,"An introduction to computer programming algorithm design and analysis. Additional topics include basic computer organization; internal representation of scalar and array data; use of top-down design and subprograms to tackle complex problems; abstract data types. Enrichment material as time allows. Interdisciplinary case studies, numerical and nonnumerical applications. Students who have passed CSCI 1200 cannot register for this course.",,"Fall, spring, and summer terms annually.",[],[]
COMPUTER SCIENCE I,LEC,4,MR,2:00PM,3:20PM,Turner/Hulbert,,32,2,30,CSCI,2020-08-28,2020-12-21,FALL 2020,28560,1100,11,CSCI-1100,Computer Science I,"An introduction to computer programming algorithm design and analysis. Additional topics include basic computer organization; internal representation of scalar and array data; use of top-down design and subprograms to tackle complex problems; abstract data types. Enrichment material as time allows. Interdisciplinary case studies, numerical and nonnumerical applications. Students who have passed CSCI 1200 cannot register for this course.",,"Fall, spring, and summer terms annually.",[],[]
COMPUTER SCIENCE I,LAB,4,W,10:00AM,11:50AM,Staff,,32,2,30,CSCI,2020-08-28,2020-12-21,FALL 2020,28560,1100,11,CSCI-1100,Computer Science I,"An introduction to computer programming algorithm design and analysis. Additional topics include basic computer organization; internal representation of scalar and array data; use of top-down design and subprograms to tackle complex problems; abstract data types. Enrichment material as time allows. Interdisciplinary case studies, numerical and nonnumerical applications. Students who have passed CSCI 1200 cannot register for this course.",,"Fall, spring, and summer terms annually.",[],[]
COMPUTER SCIENCE I,TES,4,R,6:00PM,7:50PM,Staff,,32,2,30,CSCI,2020-08-28,2020-12-21,FALL 2020,28560,1100,11,CSCI-1100,Computer Science I,"An introduction to computer programming algorithm design and analysis. Additional topics include basic computer organization; internal representation of scalar and array data; use of top-down design and subprograms to tackle complex problems; abstract data types. Enrichment material as time allows. Interdisciplinary case studies, numerical and nonnumerical applications. Students who have passed CSCI 1200 cannot register for this course.",,"Fall, spring, and summer terms annually.",[],[]
COMPUTER SCIENCE I,LEC,4,MR,2:00PM,3:20PM,Turner/Hulbert,,30,4,26,CSCI,2020-08-28,2020-12-21,FALL 2020,27931,1100,12,CSCI-1100,Computer Science I,"An introduction to computer programming algorithm design and analysis. Additional topics include basic computer organization; internal representation of scalar and array data; use of top-down design and subprograms to tackle complex problems; abstract data types. Enrichment material as time allows. Interdisciplinary case studies, numerical and nonnumerical applications. Students who have passed CSCI 1200 cannot register for this course.",,"Fall, spring, and summer terms annually.",[],[]
COMPUTER SCIENCE I,LAB,4,W,2:00PM,3:50PM,Staff,,30,4,26,CSCI,2020-08-28,2020-12-21,FALL 2020,27931,1100,12,CSCI-1100,Computer Science I,"An introduction to computer programming algorithm design and analysis. Additional topics include basic computer organization; internal representation of scalar and array data; use of top-down design and subprograms to tackle complex problems; abstract data types. Enrichment material as time allows. Interdisciplinary case studies, numerical and nonnumerical applications. Students who have passed CSCI 1200 cannot register for this course.",,"Fall, spring, and summer terms annually.",[],[]
COMPUTER SCIENCE I,TES,4,R,6:00PM,7:50PM,Staff,,30,4,26,CSCI,2020-08-28,2020-12-21,FALL 2020,27931,1100,12,CSCI-1100,Computer Science I,"An introduction to computer programming algorithm design and analysis. Additional topics include basic computer organization; internal representation of scalar and array data; use of top-down design and subprograms to tackle complex problems; abstract data types. Enrichment material as time allows. Interdisciplinary case studies, numerical and nonnumerical applications. Students who have passed CSCI 1200 cannot register for this course.",,"Fall, spring, and summer terms annually.",[],[]
COMPUTER SCIENCE I,LEC,4,MR,2:00PM,3:20PM,Turner/Hulbert,,32,6,26,CSCI,2020-08-28,2020-12-21,FALL 2020,29337,1100,13,CSCI-1100,Computer Science I,"An introduction to computer programming algorithm design and analysis. Additional topics include basic computer organization; internal representation of scalar and array data; use of top-down design and subprograms to tackle complex problems; abstract data types. Enrichment material as time allows. Interdisciplinary case studies, numerical and nonnumerical applications. Students who have passed CSCI 1200 cannot register for this course.",,"Fall, spring, and summer terms annually.",[],[]
